en_name,ch_name,url,ranking,area,tofel,ielts,gmat,gre,tofel_sub,ielts_sub,gmat_sub,gre_sub,curriculum,area_1,area_ranking,entrance_time,project_length,tuition,region
Master of Landscape Architecture,香港大学园林学建筑硕士,/majr_1542,QS排名：21,社科 建筑,95,6,,,L:23 | R:23 | W:23 | S:23 ,L:5.5 | R:5.5 | W:5.5 | S:5.5 ,,,"园林建筑学先修科目, 景观设计课, 景观技术, 景观绿化, 园林建筑学历史与理论, 生物物理系统, 建造与表现, 材料工艺学, 园林建筑学实践, 当代景观建筑中的案例研究, 园艺与设计, 园林建筑学专题研究, 园林建筑学研讨会, 可持续景观设计, 毕业设计",建筑,1,9月,2年,178000港币/年,HongKong
Master of Science in Conservation,香港大学建筑历史保护理学硕士,/majr_1543,QS排名：21,社科 建筑,80,6,,,/,L:5.5 | R:5.5 | W:5.5 | S:5.5 ,,,"文物保护工作坊, 建筑遗产和建筑环境, 文物保护章程与立法, 文物保护管理与实践, 文物保护材料与工艺, 建筑实地考察（一）：澳门, 建筑实地考察（二）：华南地区或东亚, 文化景观, 保育管理计划工作坊, 文物保护研究方法, 文物保护实践训练（一）, 历史遗迹保护研讨会, 历史遗迹保护热点话题研究, 建筑实地考察（三）：亚洲的世界遗产, 学位论文",建筑,1,9月,1年,204600港币/年,HongKong
Master of Science in Urban Planning,香港大学城市规划理学硕士,/majr_1546,QS排名：21,社科 建筑,80,6,,,/,L:5.5 | R:5.5 | W:5.5 | S:5.5 ,,,"统计和定量分析方法基础课程, 城市发展理论, 香港地区规划实践、法律和伦理道德, 空间规划研究方法, 城市规划价值观, 开发过程中的规划、管理和融资, 规划可持续城市和地区, 城市设计与地方营造, 公共交通系统, 中国城市设计, 中国城市规划与实践, 当代城市化, 住房经济学, 国际住房政策与实践, 住房、城市规划与可持续性",建筑,1,9月,2年,182000港币/年,HongKong
Master of Urban Design,香港大学城市设计硕士,/majr_1547,QS排名：21,社科 建筑,80,6,,,/,L:5.5 | R:5.5 | W:5.5 | S:5.5 ,,,"城市设计视觉传达入门, 城市设计研究方法, 城市设计课（一）, 城市设计课（二）, 学位论文/毕业设计 , 物理环境和场地规划, 城市发展与规划远景导论, 城市设计理论成果和基本原理, 城市设计技术, 公共交通系统, 城市设计专题研究, 城市设计与场所营造, 中国城市规划和实践, 住房、城市规划与可持续性, 全球化与中国城市和地区发展",建筑,1,9月,1年,247000港币/年,HongKong
Master of Science in Marketing,香港大学市场营销学理学硕士,/majr_54462,QS排名：21,商科 市场营销,80,6,,,/,L:5.5 | R:5.5 | W:5.5 | S:5.5 ,,,"应用市场研究与度量, 消费者洞察, 营销管理, 互联网营销, 根据消费者洞察行动：通过案例分析与体验学习项目学习, 广告与整合营销传播, 算法、大数据与网上市场, 大数据消费者分析, 品牌战略, 商务模拟, 客户管理, 营销组织的数字化转型, 创业营销, 环境、社会与公司治理和社会影响营销, 市场策略模拟",市场营销,1,9月,1年,360000港币/年,HongKong
Master of Architecture (Design),香港大学建筑学硕士（设计）,/majr_62368,QS排名：21,社科 建筑,80,6,,,/,L:5.5 | R:5.5 | W:5.5 | S:5.5 ,,,"高级结构系统, 建筑与论述, 设计与施工沟通, 可持续建筑的设计与技术, 现代建筑史, 建筑结构导论, 建筑设计原理",建筑,1,9月,3年,200117港币/年,HongKong
Master of Science in Urban Analytics,香港大学城市分析理学硕士,/majr_64473,QS排名：21,社科 建筑,80,6,,,/,L:5.5 | R:5.5 | W:5.5 | S:5.5 ,,,"空间数据分析基础, 城市与区域规划发展地理信息系统, 城市大数据分析, 面向未来城市的编程与人工智能, 空间流动性分析, 公共空间设计分析, 城市科学, 城市发展理论, 香港规划实践、法律与道德, 全球化和中国城市与区域发展, 国际规划政策与实践, 过渡城市：城市与住房发展, 城市设计价值：城市、社会、环境经济学, 形态与城市设计理论, 论文, 智慧规划设计工作室",建筑,1,9月,1年,202880港币/年,HongKong
Master of Housing Management,香港大学房屋管理硕士,/majr_64475,QS排名：21,社科 建筑,80,6,,,/,L:5.5 | R:5.5 | W:5.5 | S:5.5 ,,,"房屋经济学, 国际住房政策与实践, 研究方法基础课程, 住房、规划与可持续性, 过渡城市：城市与住房发展, 论文, 房屋管理与维护实践, 房屋社会学, 设施及资产管理, 替代性纠纷解决, 仲裁法律与实务, 战略性设施规划与资产管理, 香港规划实务、法律与道德, 运输政策与规划, 全球化和中国城市与区域发展",建筑,1,9月,1年,204120港币/年,HongKong
Master of Science in Sustainable Environmental Design,香港大学可持续环境设计理学硕士,/majr_67773,QS排名：21,社科 建筑,85,6.5,,,/,L:6 | R:6 | W:6 | S:6 ,,,"生物气候建筑设计, 创新和智能技术促进可持续发展, 环境模拟和性能评估工具, 论文第1部分, 绿色建筑评估与气候响应设计, 城市风险与弹性:新兴规划理论与实践, 为气候变化而设计, 论文第2部分, 特大城市环境政策和管理, 生命周期评估与净零碳排放",建筑,1,9月,1年,200000港币/年,HongKong
Master of Science in Urban Design and Transport,香港大学城市设计与交通理学硕士,/majr_71500,QS排名：21,社科 建筑,80,6,,,/,L:5.5 | R:5.5 | W:5.5 | S:5.5 ,,,"形态学与城市设计理论, 空间数据分析基础, 规划可持续城市和地区, 空间流动性分析, 公共空间设计分析, 城市设计研究方法与技术, 运输研究中的调查与数据分析, 行为旅游需求模型, 战略及新市镇城市设计工作室, 公共交通交汇处城市设计工作室, 研究论文及城市设计与交通论文项目  , 交通政策与规划, 运输经济学, 运输应用的优化技术, 运输网络分析、建模与项目评估",建筑,1,9月,2年,162500港币/年,HongKong
Master of Science in Dental Materials Science,香港大学牙科材料科学理学硕士,/majr_71501,QS排名：21,工科 材料,80,6,,,/,L:5.5 | R:5.5 | W:5.5 | S:5.5 ,,,"口腔流行病学与临床研究方法学, 牙科研究中统计分析导论, 牙科研究中的多变量统计分析及统计软件的使用, 牙科外科硕士和理学硕士的论文写作-入门课程, 生物材料 I, 生物材料 II, 定向学习教程, 实验课+主题课, DMS科学写作+DMS研讨会报告, 实验室研究成分, 毕业经验：理学硕士项目+科学手稿",材料,1,9月,1年,250000港币/年,HongKong
Master of Science in Digital Management of Built Assets,香港大学建筑资产数字化管理理学硕士,/majr_72391,QS排名：21,社科 建筑,80,6,,,/,L:5.5 | R:5.5 | W:5.5 | S:5.5 ,,,"创新与流程, 国际建筑采购, 管理理论与协同项目管理, BIM执行规划, 信息管理, 科技与创新, 虚拟设施管理, 顶点:了解已建成资产的数字化管理, 设计与施工中的信息技术, 元宇宙的构建资产:游戏和虚拟设计与施工, 了解行业实践, 未来产业方向",建筑,1,9月,1年,194000港币/年,HongKong
Juris Doctor,香港大学法律博士,/majr_1570,QS排名：21,社科 法律,100,7.5,,,/,L:6.5 | R:6.5 | W:7 | S:6.5 ,,,"法律体系, 法律研究与方法, 合同法（一）, 侵权法（一）, 刑法（一）, 宪法学, 合同法（二）, 侵权法（二）, 刑法（二）, 行政法, 土地法（一）, 法的公正与法律信任（一）, 商法, 土地法（二）, 法的公正与法律信任（二）",法律,1,9月,2年,240000港币/年,HongKong
Master of Laws,香港大学法学硕士,/majr_1571,QS排名：21,社科 法律,97,7,,,/,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"中国法律和法律制度入门, 中华人民共和国公司法与证券交易法, 中国法律研讨会, 银行法, 国际金融法（一）, 竞争、兼并和收购, 刑事司法和人权, 发展与人权, 国际人道主义法律, 知识产权与信息技术, 国际与比较知识产权法, 中华人民共和国信息技术法, 法律、司法和意识形态, 国际商事仲裁, 在线纠纷解决",法律,1,9月,1年,182000港币/年,HongKong
Master of Laws in Chinese Law,香港大学中国法法学硕士,/majr_1572,QS排名：21,社科 法律,97,7,,,/,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"中国法与法律制度入门, 中华人民共和国公司法与证券交易法, 中华人民共和国信息技术法, 中国投资法, 中华人民共和国税务法与政策, 比较宪法理论, 高级研究方法, 中华人民共和国物权法, 中华人民共和国法律与发展, 大陆与香港跨境法律关系, 中国法律当前问题研究, 中华人民共和国航运法",法律,1,9月,1年,182000港币/年,HongKong
Master of Laws in Corporate and Financial Law,香港大学企业与金融法法学硕士,/majr_1573,QS排名：21,社科 法律,97,7,,,/,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"银行法, 中华人民共和国公司法与证券监管, 证券监管法（一）, 国际金融法（一）, 公司治理与股东救济措施, 金融市场监管, 中国投资法, 企业兼并与收购, 私人银行与财富管理法律法规, 信用与安全法, 国际证券法, 国际金融法（二）, 国际税收与税收筹划, 国际商事仲裁, 通信法",法律,1,9月,1年,200200港币/年,HongKong
Master of Laws in Human Rights,香港大学人权法学硕士,/majr_1574,QS排名：21,社科 法律,97,7,,,/,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"军备控制与裁军法, 人权：历史、理论与政治, 国际与地区人权保护, 人权研究、起源与方法论研讨会, 国际公法, 商业与人权, 临床法律教育课程——难民流, 安全与人权, 隐私与数据保护, 经济、社会与文化权利, 平等与不歧视, 国家人权保障, 多元文化主义与法律, 国际组织, 欧洲人权公约特选议题讨论",法律,1,9月,1年,182000港币/年,HongKong
Master of Laws in Technology and Intellectual Property Law,香港大学技术与知识产权法法学硕士,/majr_1575,QS排名：21,社科 法律,97,7,,,/,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"国际与比较知识产权法, 法律与互联网, 中国信息技术与电子商务法, 著作权与创造力, 知识产权与信息技术, 专利法, 隐私与数据保护, 商标法专题, 高级知识产权法, 竞争法高级专题, 传播法, 计算机编程，数据挖掘，与法律-应用导论  , 法庭, 数字取证, 网络犯罪:数字犯罪现场与法律制裁  ",法律,1,9月,1年,182000港币/年,HongKong
Master of Laws in Arbitration and Dispute Resolution,香港大学仲裁与调解法学硕士,/majr_1576,QS排名：21,社科 法律,97,7,,,/,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"公司治理与股东救济措施, 国际与比较知识产权法, 中国投资法, 预防性法律：冲突预防方法, 国际商事仲裁, 网络纠纷调解, 国际组织, 企业冲突, 中国法律当前问题, 金融争端调解：香港与国际视角, 国际仲裁：实践、过程与策略, 国际贸易法（一）, 协作法与实践, 仲裁裁决书写作",法律,1,9月,1年,182000港币/年,HongKong
Master of Common Law,香港大学普通法硕士,/majr_1577,QS排名：21,社科 法律,97,6.5,,,/,/,,,"行政法, 刑法学, 刑事诉讼, 劳动法, 民事侵权法, 契约法, 法律研究与写作, 仲裁法, 宪法学, 竞争法, 银行法, 公司法, 商法, 建筑法, 民事诉讼",法律,1,9月,1年,182000港币/年,HongKong
Master of Social Sciences in the field of Criminology,香港大学犯罪学社会科学硕士,/majr_5085,QS排名：21,社科 法律,80,6,,,/,L:5.5 | R:5.5 | W:5.5 | S:5.5 ,,,"犯罪学研究方法, 全球和比较犯罪学, 刑罚与社会, 传媒与犯罪, 中华人民共和国犯罪与越轨行为, 学位论文, 刑事司法：程序与政治, 理论犯罪学, 青少年与少年犯罪, 犯罪学专题研究：毒品, 比较视角下的治安保卫",法律,1,9月,1年,162000港币/年,HongKong
Master of Laws in Compliance and Regulation,香港大学合规与监管法学硕士,/majr_53623,QS排名：21,社科 法律,97,7,,,/,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"合规：法律实践, 合规：管理实践, 商业与人权, 香港证券业合规, 金融法时事话题, 中国企业法律和证券管理, 上市公司合规, 保险法, 国际证券法, 衍生工具：法规, 金融纠纷处理：香港和国际层面, 私人银行业务和财富管理法律法规I , 证券管理I, 隐私和数据保护, 国际金融和OTC衍生文献管理规范",法律,1,9月,1年,182000港币/年,HongKong
Master of Social Work,香港大学社会工作学硕士,/majr_1594,QS排名：21,社科 社会学与社工,80,6.5,,,/,L:5.5 | R:5.5 | W:5.5 | S:5.5 ,,,"社会政策与管理, 社会工作研究, 人类行为与社会环境（一）, 人类行为与社会环境（二）, 法律、伦理与社会工作, 社会服务管理, 社会工作社会科学理论, 社会工作理论与实践——个案社会工作, 社会工作理论与实践——团体社会工作, 社会工作理论与实践——社区发展, 儿童和青少年社会工作方向, 家庭与婚姻辅导方向, 老年医学与康复方向, 健康与心理健康方向, 政策、社区与管理实践方向",社会学与社工,1,9月,2年,166000港币/年,HongKong
Master of Social Sciences in the field of Nonprofit Management,香港大学非盈利管理社会科学硕士,/majr_49425,QS排名：21,社科 社会学与社工,85,6.5,,,/,L:5.5 | R:5.5 | W:5.5 | S:5.5 ,,,"大中华地区非营利行业的公共管治、结构与动态分析, 比较视角下的非营利行业基础理论, 非营利组织管理：问题、工具与挑战, 绩效衡量、评估与项目评价, 非营利管理学顶点课程, 非营利组织的战略管理, 法律、非营利与慈善事业, 非营利组织的人才管理与战略领导, 非政府组织董事会治理与发展, 高效慈善事业当代热点议题研究, 非营利组织的资金发展与财务管理, 社会公益创业与创新, 品牌建设与社会营销",社会学与社工,1,9月,1年,177480港币/年,HongKong
Master of Science in Library and Information Management (Data science),香港大学图书馆与信息管理理学硕士（数据科学）,/majr_1557,QS排名：21,商科 信息系统,80,6,,,/,L:5.5 | R:5.5 | W:5.5 | S:5.5 ,,,"研究与调查方法, 工作场所中的领导与管理, 图书馆与信息科学基础, 数据科学与学习分析, 数据管理, 信息系统分析与开发, 毕业项目与论文, 信息资源与服务, 数字时代的青年文学",信息系统,2,9月,1年,198000港币/年,HongKong
